text_id,text,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,label
amh_text_2601,መደመር ትንሽ ይሉኝታ ካለው አውሬ (ህወሀት) ምንም አይነት እንደ እንስሳት ያለ የተፈጥሮም እንኳ ይሁን፣የሰውና የአምላክ ሕግ ወደማይገዛው አደገኛ አውሬ (ኦህዴድ ብልፅግና) አሸጋግሮናል,['anger'],['disgust'],['disgust'],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_2967,ምነው እባካችሁ የውስጣችሁን ባዶነት ባታጋልጡና በትከረፉ አይሻልም? በአንድ ታላቅ ህዝብ ስም ባትነግዱ! ገባያችሁ ስድብ ካልሆነ አይደራም አሉችሁ እንዴ!,['anger'],['disgust'],['disgust'],['anger'],['anger'],"['anger', 'disgust']"
amh_text_2201,እምዬ ኢትዮጵያ ይመርልሽ ሰብሉ አውድማው ጓተራውሽ ይሁንልሽ ሙሉ በቸር ውሎ ይደር ጋራው ሸንተረርሽ ወንዛወንዝሽ ሁሉ የሚሏትን ዘፈን ድንገት ሰማውና እንዴት ቢወዳት ነው,['surprise'],[],[],['joy'],[],[]
amh_text_3098,90 የኢትዮጲያ ህዝብ ጠሚዶ አብይ አህመድና ጌታቸው ረዳ ከሰልጣን እንዲወርዱ ይፈልጋል !,[],['disgust'],[],[],['disgust'],['disgust']
amh_text_2426,በሙሉ ቁጥር ነው ብቅ የሚሉታ?,[],[],[],[],[],[]
amh_text_345,አይ ኢቲቪ ስንት ሰው በላ ነካሽ የሰው ውሾች በየቀኑ ሲያርዱ ሲያፈናቅሉና በአካል ላይ ጉዳት ሲያደርሱ እና ሲሰውሩ ሮጣችሁ አትዘግቡም ስለ ባይደን ውሻ 111 ሰው መንከስ ዜና ስትሰሩለት ትንሽ እፍረትና ሰው ምን ይለኛል መተዛዘብ ቀረ ? ነገሩ ምን ታደርጉ በአሜሪካ መንግሥት በጀትስ አይደል በአስተሳሰብ ያልዘመነውና ያልተሻገረው ሚዲያችሁ የሚተዳደረው ማፈርያዎች ናችሁ ።,"['anger', 'disgust']",['anger'],['anger'],['disgust'],['disgust'],"['anger', 'disgust']"
amh_text_5185,ኣይ ሞሱዴ የኔ ፀረ ውሸት ዮንዛ ኣላለችም ,[],['disgust'],[],['disgust'],['disgust'],['disgust']
amh_text_1942,የአብይ የትናንቱ ንግግር ስሜታዊ አድርጎን ማኖ ለማስነካት ነው የተረጋጋ፣ የተደራጀ፣ በሲኖዶሲ የሚመራ አንድ አጀንዳ ይኑረን። ከስሜታዊነት እንውጣ!,[],['anger'],[],['anger'],['anger'],['anger']
amh_text_3301,ለጊዜው የጠላቴ ጠላት በሚል ነው ፍቅራቸው,['anger'],['disgust'],[],['anger'],[],['anger']
amh_text_4316,ሞትን ማቆም አይቻልም  መሪ ማድረግ ያለበትን እያረጉ ነው  የዋሁን ወገኔን ወደ ጦርነት የሚገፉትን እግዚአብሔር የስራቸውን ይስጣቸው ,['sadness'],['sadness'],['anger'],[],['anger'],"['sadness', 'anger']"
amh_text_2849,አሁንም ወደ ደም መፋሰሱና ወደ ማያባራ እልቂት ከመገባቱ በፊት የቤሄር ፖሎቲካ ህገመንግስቱ አንቀፅ39 መጀመሪያ ከነዲሪቶ ባንድራው መሰረዝ አለበት። መንግስት ሀገራችንን በሰላም በእኩ,['anger'],['disgust'],"['disgust', 'fear']",['anger'],['anger'],"['anger', 'disgust']"
amh_text_4184,አንጀቴ አሮ ከስሏል እንጅ ታርሰኸው ነበር  እድሜ ይስጥህ እንዲህ ሰው ሲነካ,['joy'],['sadness'],['anger'],"['sadness', 'joy']",['joy'],"['joy', 'sadness']"
amh_text_933,"ትልቅ ስህተት አይ ebc ጥቁር የሳይጣን ምሳሌ ነው በዓሉም ለሳይጣን የሚገበር በዓል ነው, እኛ ይሄን ነው የማናቀው ቀዳዳዳ",['disgust'],"['disgust', 'sadness']",['anger'],['disgust'],['disgust'],['disgust']
amh_text_1577,እነዚህ ለምንም የማይጠቅሙ ገልቱዎች ናቸው እኔ የሚገርመኝ ኢቶ360ዎች አብይ አብይ ብለው ሊሞቱ ነው የቂም በቀል ስራ ነው የሚሰሩትየግል ቁረሾ አለባቸው ወይ አባታቸው,"['anger', 'disgust']","['anger', 'disgust']","['anger', 'disgust']",['disgust'],['anger'],"['anger', 'disgust']"
amh_text_789,ኮለኔል መንግስቱ ኃይለማርያም በስልጣናቸዉ ተመክተዉ የኢትዮጵያን ብዙኋኑን ድሀ ህዝብ ለመዝረፍና ለመበዝበዝ ያሰሩትን የገዛ ራሱ መንግስት ባለስልጣኖችን እንኳ ሳይታገስ ወዲያዉ በመረሸን አስራ ሰባት አመት መላዉ ኢትዮጵያን ህዝብ በፍትህና በእኩልነት ያስተዳደረ ጻድቅና ብሩህ መንግስት በዝባዥ ፤ ጮቋኝ ፤ ነፍሰ ገዳይ ፤ እና አረመኔ ኢህአደግ መንግስት አሳድዶት በስደት በሚኖርበት በሰዉ አገር(ዝንባቤ አገር) እንኳ ትክክክለኛ ፈ,['disgust'],[],['anger'],['joy'],['disgust'],['disgust']
amh_text_300,ከፕራንክ ወደ money hist አይከብድም??? 😂😂😂 ምን setekacew ነው ባንዴ ሚሊየነር ያደርጉህ??? 😂😂😂,['disgust'],[],[],['disgust'],[],['disgust']
amh_text_2241,እዉነትን በጭፍን ጥላቻ ማጥፋት አትችልም ሚኒልክ የጥቁር ህዝቦች ሁሉ ኩራት መሆኑን አለም በታሪኩ ያስታውሰዋል ያንተ የበታችነት ሥሜት የጀግ,['disgust'],"['anger', 'disgust']","['anger', 'sadness']",[],"['anger', 'disgust']","['disgust', 'anger']"
amh_text_2332,የዚህ ተከታታይ ድራማ ደራሲ ግን የሚገርም ነው። ከ4 አመት በፊት ዛሬን አይተውት ነበር።,['surprise'],['surprise'],['joy'],"['joy', 'surprise']",['surprise'],"['surprise', 'joy']"
amh_text_3665,“ያለብኝ ራስ ምታት እየጮህኩ ጭንቅላቴን ከግድግዳ እንዳጋጭ ያስገድደኛል”,[],[],"['disgust', 'sadness']",['sadness'],['sadness'],['sadness']
amh_text_4894,የአእምሮ ቀውስ ያለብህ ነህን እንዳበደ ውሻ በየቲውቡ ከምትክለፈለፍ የሚያንፅ ስራ ስራ ሰው ሁን,['anger'],"['anger', 'disgust']",['disgust'],['disgust'],['disgust'],"['anger', 'disgust']"
amh_text_3357,ሃይማኖታችን ሃይማኖት እንጂ ሃገር አይደለችም! የመፈክር አመክንዮ እዛው።,['anger'],"['anger', 'disgust']",[],['anger'],['anger'],['anger']
amh_text_3368,ጭንቅላት ካላችሁ ተማሩበት። የግርማ የሽጥላ ሞት ለአማራ ህዝም ምንም ሆኖ አልፏል። ኖሮ ያልጠቀመ ሲሞት ማን ጉዳዬ ይለዋል?,['anger'],"['anger', 'sadness']",[],['disgust'],['anger'],['anger']
amh_text_4494,የሺዋስ የየትኛው የኢትዮጵያ ሕዝብ ነው ድምጽ ሁንልኝ ብሎ የወከለህእስቲ የተወከልክበት ያሰባሰብከው ፊርማ አምጣ,[],['anger'],[],['disgust'],['anger'],['anger']
amh_text_3859,የፈረንጆቹ 2023 ለምዕራባውያን ፍላጎት ፊቱን ያዞረው ለምንድን ነው?,[],[],['disgust'],[],[],[]
amh_text_1742,እኔ ከፍተኛ ስጋት አድሮብኛል፣ ምዕራባውያንን ዩክሬንን አይዞሽ አይዞሽ ከሚሉ 2 ቱን ሀገሮች አቀራርበው ቢያስማሙ መልካም ነው፣ ባልተጠበቀ ሁኔታ ወደ ኒውክሊየር ጦርነት ሊገባ ይችላል፣,['fear'],['fear'],['fear'],['fear'],['fear'],['fear']
amh_text_2069,ትላንት ድል በድል ሆነናል ሲል የነበረው ሁሉ ዛሬ ላቅሶ ተቀምጧል ! ይህ ሁሉ በ24 ሰዓት ውስጥ ነው ። የሚገርም ዘመን!,['surprise'],"['anger', 'sadness']",['surprise'],['surprise'],['sadness'],"['surprise', 'sadness']"
amh_text_5414,እኛም በጣም ደስ በሎናል እስራኤልና አሜሪካ የሰበሰቡት የጦር መሳሪያ ጋጋታ በጣም አስከፊ ግፍን እንጂ ሌላ ውጤት አላመጣም ,['joy'],['joy'],['joy'],[],"['sadness', 'joy']",['joy']
amh_text_3447,ዳንኤል ክብረት የምባል ሰው የተናገረው የጥላቻ ንግግር የህግ ሽፋን ተጠቅሞ ተግባራዊ እናደርጋለን ብሎ ማሰብ የሚገርም ነው። ማእቀብ ፈርቶ እንጅ አሁንም ለሰላ,['anger'],"['anger', 'disgust']",['surprise'],"['anger', 'disgust']",['disgust'],"['anger', 'disgust']"
amh_text_5237,ታዬ እውነት እውነቱን ተናገረ ህግ ካለ ሰው ይታፈናል ሰዎች በደቦ ይታሰራሉ ሰዎች ተገለው የሀዘን ወቅት ይሰጠን ሲባል አልቃሾች ዛፍ እንተክላለን ጥላ እንዲሆናቸው ሞትን ካላመደ ከማውቀው ናዚ እና ብልፅግና ለወሬው አብይ ያዘጋጀው ነው ኦነግን ስረዳው ነበረ ያለ መንግስት በምን ሞራሉ ታዬን ይወነጅላል ሀያሰባት አመት ሰለቸን የክስ ድራማ ቦሌላይ እያፈነዱ ኦነግ ግንቦት ሰባት ሲሉ የነበሩ ናቸው,['sadness'],"['disgust', 'sadness']",['disgust'],['anger'],['anger'],"['sadness', 'disgust', 'anger']"
amh_text_2600,በአማራ ሰም አገርን ለማጥፋት የሚንቀሳቀሱ ቡድኖች ሰላሉ መናገር መብቱም ግዴታውም ነው ወገኔ ሰላምን የማይፈልግ ዲያቢሎሰ ሁሌ ጦርነት ብቻ ሰንት አመት ለመኖር,['anger'],['disgust'],['sadness'],['anger'],['sadness'],"['anger', 'sadness']"
amh_text_798,ወይ ጉድ ዘንድሮ ኢሄ ፕራንክ ጨረሰን¡¡¡ አይ የሴት ልጅ ነገር #ቆይግንማን ናት ምትለው ቃል ትቀናቹሃለች ሁሉንም ሴት ታውቋታላቹ እንዴ???,"['disgust', 'joy']",['surprise'],['anger'],['sadness'],['surprise'],['surprise']
amh_text_4597,መና ያምሻል እንዴ በጣም ባለጌ ነሽ ይህ ሰው እኮ አሜሪካ ቢሆን ይታሰር ነበር እኮ እንደዚ እየደበደባት አብሮት ይሁን ስትይ አታፊሪም እንደዚ እያሰቃያት ስቃይዋ እኮ እንባዋ ላይ ያስታውቃል ሰው ፊት እንደዚ ካረጋት ብቻዋንማ አሰብኩት ስታሳዝን መና እምትባይ ግን በጣም ታሳፊሪያለሽ ልጅቶ የወደደችው እራሱ በጤናዋ አደለም ሴጣን ነው እንጂ እግዚአብሔር ይድፍው የተረገመ እርኩስ እሶ አይምሮዋ ታክማ ብትድን በራሶ ታዝናለች እንኮን አብራው ልትሆን,"['anger', 'disgust']","['anger', 'disgust']","['anger', 'disgust']",['disgust'],['sadness'],"['anger', 'disgust']"
amh_text_4812,በርታ ኢትዮጵያዊ ስም ቢኖረው ጥሩ ነበር,['joy'],['joy'],['joy'],[],['joy'],['joy']
amh_text_3947,የኪሊያን ምባፔ መጨረሻ የት ይሆን? ሪያል ማድሪድ ወይስ ሳዑዲ አረቢያ?,[],[],[],[],[],[]
amh_text_4284, እ ስ ክ ን ድ ር  ምን አለ የጎደለው ምንስ አለ ያጣው አደባባይ ወጥቶ ተሟጋች ያረገው አልኩኝ እኔ አስቤ ይሄ ሰው ምንድን ነው አያገባው ገብቶ አይሆኑ የሚሆነው ይህ የጅል አሳቤ እኔኑ አሳቀኝ በእሱ ሰውነት ውስጥ የኔ ሲቀልጥ ታየኝ እሱማ ሰውዬው የሰው ልክ ከፍታ ፍትህ ከሀገር ጠፍቶ ሰዉ ሲንገላታ ለምን ብሎ የቆመ ከራሱ ደስታ የሌላው ቢያመው ነው እረፍት ቢያጣ ፋታ ለብዕር መሳሪያው ሳይመርጥለት ቦታ እዚህም እዚያ ያተመው የወገን መከታ ,[],"['anger', 'sadness']",['surprise'],['anger'],[],['anger']
amh_text_3822,“ልንበላው የዘራነውን እህል አፈር በላው፤ በረሃብ ልንሞት ነው” የትግራይ አርሶ አደሮች,['sadness'],['sadness'],['sadness'],[],[],['sadness']
amh_text_567,ስሙ ብቻ ሳይሆን መዝፈን ቢተው ጥሩ ነው,[],[],[],['disgust'],[],[]
amh_text_4993,አይ እምዬ እናት አለም ኢትዮጵያ ስንቱን ችለሽ ተሸክመሻል አንዱ ልገንባሽ ሲል ሌላኛው ደግሞ ላፍርስሽ ያሳዝናል ግን በታላቁና ብልሁ መሪ አብያችን ቆራጥ አመራር ያለአንዳች ጥርጥር በልጽገሽ በመደመር ትሻገሪያለሽ የወደብና ቀይ ባህር ጥያቄና ሠላማዊ ውይይትና ድርድር ወሳኝ ወቅታዊና አስፈላጊ ጥያቄ ነው ,['sadness'],['sadness'],['sadness'],['sadness'],"['sadness', 'joy']",['sadness']
amh_text_1197,አንቺ እራስሽ ደስ ስትዬ ተባረኪልን,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_2278,ይህንን መልክና ቁመና የሰጠው አምላክ መልካም ነገር አንድነት ለፍቅርና ሰላም እንዲያስብ ያድርግልን የብሄር ጥላቻና የተዛባ መልእክት ያልተማረውን አማ,[],['sadness'],[],['joy'],[],[]
amh_text_583,ሰራተኛዋ ተወግራ ትገደል ። ጨካኝ ነች ።,"['anger', 'sadness']","['disgust', 'sadness']",['disgust'],"['anger', 'disgust']",['anger'],"['anger', 'sadness', 'disgust']"
amh_text_460,12 ምሳሌውን ዘማሪ ኢያሱ ረጋሳ ምሳሌውን ከበለስ ተማሩ ሰዓቱ ደርሶ እንዳታማርሩ ቅርንጫፎቿ ከለመለሙ ቅጠሎቿ ካቆጠቆጡ በዚያን ጊዜ በጋ ደረሰ 1. መንግሥት በመንግሥት ላይ ከተነሳ ሥቃይ ሲበዛ ሁከት አበሳ ረሃብ ቸነፈር መከራ ጭንቀት ሠላም ሲታጣ ሁሌ ጦርነት እሩቅ አይሆንም የየየሱስ ምፃት --- ምሳሌውን --- 2.ሐሰተኞች በዓለም ከበዙ የሱስ እኔ ነኝ ብለው ካፌዙ ሰይጣን በብርሃን መልክ ይመሰላል ምርጦቹን እንኳን,['sadness'],[],[],['sadness'],[],['sadness']
amh_text_2491,በመግደል፣በማሸነፍ፣በማሳደድና በማዋረድ ላይ ያነጣጠረ የፖለቲካ ባህል ስለአሁኑና ስለዛሬ እንጂ ስለነገና ስለ ሕዝቦች የወደፊት ዕጣ ፈንታ ማሳበብ ቢሳነው የሚገርም አይደለም።,['anger'],['anger'],['sadness'],[],['anger'],['anger']
amh_text_4834,መልካም አባት መልካም መሪ በዘመኔ እንደ አንተ ዶክተር አብይ አላየሁም,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_4953,እኔን የሚያስቀኝ ጉልሩና ጉልፈም ለብሽሽቅ የሚስቋት ሳቅ  እየተቃጠሉ ይስቃሉ ወይኔ,['joy'],['disgust'],['joy'],[],['sadness'],['joy']
amh_text_882,ስልኩ ከየት ወዴት ነው የተደወለው?አከባቢዎቹስ ከዬትኛው የውጭ ወራሪ ነው ነፃ የወጡት?,['disgust'],[],[],[],[],[]
amh_text_4534,የኦሮሚያ አውሬው ሰካራም ሴሰኛ ዘራፊ አራዥ አፈናቃይ የዋኬ ፈታ አቴቴ ጨሌ ጳጴሳት ተብሎ ይስተካከል ,[],['disgust'],['disgust'],['disgust'],['disgust'],['disgust']
amh_text_4706,ሳስክራይብ አድርጉኛ  የመዳም ቆሞሞች በጣም ነው አመወዳቹ,[],['joy'],[],['joy'],[],['joy']
amh_text_5536,ኦማር እንደዚህ ደደብ ይሆናል ብዬ አልገመትኩም ነበር ,['disgust'],['disgust'],['disgust'],[],['disgust'],['disgust']
amh_text_4052,ሞት ለእስራኤል ሞትለአሜሪካ ሞትለተባበሩት መንግስታት ሞትለሃያላንመንግስታቶች ፍልስጤም አቅምጨየሌላት በድንጋይ የምትዋጋ ሀገርናት እስራኤል የእስልምና ጠላት የሆኑ ሀያላን አሜሪካን ጨምሮ በከባድየጦርመሳሪያ ድጋፍበመስጠትየፍልስጤንንን ግዛትእንድትዘርፍአና እንድትቆጣጠር ያበለፀጓት ሀገርሰትሆ እንኳንየደካማዋ ፍልስጤምግዛትመዝረፍ መላው የአረቡ ግዛት የበላይ ሆናእንድትቆጣጠርና እንድታስተዳድር ቋምጠው ከጎኗ መቆማቸው በግልጥ ያሳያል ይህም ካላቸውየ,"['anger', 'disgust']",[],['disgust'],"['anger', 'disgust']",['anger'],"['anger', 'disgust']"
amh_text_3491,ምላስህ ሌላ ተግባርህ ይህዉ ያተ ተረኝነት የከፋ ነዉ ያሉት ደሚጠፋ የወለዱት ይጥፋ አለ ቲድዬ,['disgust'],['anger'],['sadness'],['disgust'],['disgust'],['disgust']
amh_text_5460,በጣም ኣድናቕሽ ነኝ የምትይው ሁሉ የሚገርም ቅኔ አዘል ግን ትልቅ ቁምነገር ትምህርት አልፎም የሚያዝናና ነውና በርችበት ኢትዮጵያ ባመት 11 አድጋለች ያለው መለስ ዜናዊ አንቺ ይደመለስሽው መልስ ይመስለኛል ጉዋደኞቻቸው ፊት እያዩ ነው መሰለኝ የሚያነቡት 11 ማለት ይቀናቸዋል ቅቤ ነው ያጠጣሽኝ ተባረኪ ,['joy'],['joy'],['joy'],['joy'],['joy'],['joy']
amh_text_331,ታዲያ ብትከስ ምን ታመጣለች እሷስ ቢሆን የወረረረችን ወያኔ ጋ ጦርነት በገባንበት ወቅት አይደል እንደ የወረረረችን,['disgust'],[],['anger'],['anger'],['anger'],['anger']
amh_text_5282,ፁዕ አባታችን ቡራኬዎ ይድረሰን ይፍቱን ከየትኛውም ግዜ በላይ ከቤተ ክርስቲያን ጎን መቆም ያለብን ግዜ ነው ብዬ አምናለሁ ጫናው በአባቶቻችን እና በቤተ ክርስቲያን ላይ እየበዛ እየሄደ መሆኑን በግለጽ እና በድፍረት ከአባታችን ሰምተናል ለሰላም ሲባል ከቀኖና ውጪ የተሠራውም ሥራ ሰላም አላመጣም በተቀራኒው የቤተ ክርስቲያንን ፈተና እና ስቃይ ነው የጨመረው ሆን ተብሎ የአባቶቻችንን እና የቤተ ክርስቲያን ክብር የማዋረድ እና ተራ ተርታ ተቋም አድ,[],['sadness'],['sadness'],[],['sadness'],['sadness']
amh_text_4385,አልሀምዱሊላህ አላ ኒኢመተል ኢስላም ብልህነት ነው ንፁሀንኖችን አለ መንካት ለይቶ ወታደር ብቻ መምታት አላሁመሰሊ ወሰሊም አላ ነቢይና ሙሀመድ ብልሀትን አስተምረውን ለሄዱት ኢስላሞች ሳይሆኑ ብልህ ኢስላም ነው ብልህ ሰለፎች ብልሀትን አስተምረውን ሄዱ ረሂሙ አላሁ ታዐላ,[],['anger'],[],['joy'],[],[]
amh_text_4287,Degaga በማን ልቅና ሰጥቶ መቀበል ኣቋራጭ መንገድ እያለ ሁሌ ጦርነት ኣንስቶ የሰዉን ንብረት የራስን የማድረግ ህልም በተጸናወተዉ ሃላሚ ልቅና መች እናንተ ሆናቹ ትእዛዙ የሌላ ነዉ,[],['anger'],['anger'],['anger'],['sadness'],['anger']
amh_text_4078,ጃርማሮ አሁን ከመንግስት ጋር ካልታረቀ የሚቀጥለው መንግስት እረቅ ብሎ እንደማይጠይቅ እሄን ጠንቅቀው ይወቁ ዶክተር አብይን ከስልጣን አውርዳቹ ጃዊሳን ቤተመንግስት ለማሰገባት ነው ኦሮሞ ኦሮሞን የምታስገደል በጣም ያሳዝናል የነጃርማሮ ነገር እሄ የመጨረሻቹ እርቅ ነው አስቡበት ,['sadness'],"['disgust', 'sadness']",['sadness'],['anger'],['disgust'],"['sadness', 'disgust']"
amh_text_4987,ስው ሊደገፍ የሚገባው በበጎ ስራው እንጂ በዘሩ ባይሆን ጥሩ ነው እውነታው ሰው ከሰው የሚያጫርስ ውሸት ፅፏል ነፍሱን ይማረው,['sadness'],['sadness'],['sadness'],[],['sadness'],['sadness']
amh_text_792,ድል ለፍልስጤን ሞት ለወራሪዎቹ የሁዳዊያን,"['anger', 'disgust']",['anger'],['disgust'],['disgust'],['anger'],"['anger', 'disgust']"
amh_text_4769,እሡ አደለ ሀገር ሠላም የነሣብን ይሔ አውሬ በሀይማኖት አይቀረው በብሔር በዘር እያገዳደለ ያለውኮ ራሡ ነው,[],"['anger', 'disgust']",['disgust'],['disgust'],['disgust'],['disgust']
amh_text_1969,ወያኔ እና የወያኔ ግልገል የሆንክ ሁላ ለቀጣይ ዘመናት ከነልጅህ እና የልጅ ልጅህ ሲተፋብህ እና ስትወገር እንደምትኖር ስነግርህ በሙሉ ክብር እና ኩራት ነው? ባን,['disgust'],"['anger', 'disgust']",['anger'],['disgust'],['disgust'],"['disgust', 'anger']"
amh_text_2280,በጣም የሚገርም ነው!,['surprise'],['anger'],['surprise'],['surprise'],['surprise'],['surprise']
amh_text_4409,መቼም የወያኔ ደቀመዛሙርቱ አይደላቹ ሁሉ ጊዜ ውሸት መቼ ነው እውነት የምታወሩት,"['anger', 'sadness']",['disgust'],['disgust'],['anger'],['disgust'],"['anger', 'disgust']"
amh_text_402,Tesfaye Demissse የተገረዘች ሴት መሆን አለባት,['disgust'],[],[],['disgust'],['disgust'],['disgust']
amh_text_4593,እኔ ማን ነኝ ፆታየ ስራየ ምንድነዉ ክልል እና ሃይማኖቴ ያወቀ የ100ካርድ ሽልማት ኣለዉከ ቢኒሄድ ይሻላል እንዉጣ ብየ ነዉ,[],['disgust'],[],[],[],[]
amh_text_5210,በእጅጉ የሚያሳዝንና የሚያስተሳስብ አሳፋሪው ነገር ከእኛ ወዲያ ኢትዮጵያዊነት ላሳር ነው  የ3ሺ ዘመን ባለታሪኮች ነን ባዮችና በኋላ ቀሪነታቸው ጌዜ መዋጀት እንዳልቻሉ እንኳን የማይገባቸው ስብስቦች  የወደብን ጉዳይ በሚመለከት የአዞ እንባ እያነቡ ርካሽ ፕሮፓጋንዳቸውን ያሳኩ መሰሎሏቸው በሀገር ጥቅም ላይ እየዘመቱ ነው ደርሰው ፍታሓዊነታቸውም ያስተሳዝባል  ቀድሞውንም ቢሆን በዙሪያችን ያሉት ወደቦችን በሽያጭ ያሳጡን አያቶቻቸው እንደነበሩ ሊነ,"['disgust', 'sadness']","['disgust', 'sadness']",['sadness'],['disgust'],"['disgust', 'sadness']","['disgust', 'sadness']"
amh_text_4065,ወደማን ይጮሀል ከፈጣሪ ዉጪ ያማል ቅኔዉ ወዳጀዋ ምንም ልትገዛ ምንም ሰዉ ልትጨፈጪፍ ልትገል አካል ልታጎል ትችልአለህ ግን ዋ ላንተ መጨረሻ ፍራ መከላከያ የሰፈር ሚኒሻ ነዉ እስኪ ይንገሩኚ ምርኮኛ ጀኔናር ,['sadness'],"['anger', 'disgust']",['sadness'],['sadness'],['anger'],"['sadness', 'anger']"
amh_text_2398,መታወቅ የፈለጉት የሚሰሩ ሰዎችን በመስደብና በማንጓጠጥ መሆኑ ያሳዝናል የሷን መንገድ ሩቡን ያልተጓዘ የሶሻል ሚዲያ አርበኛ በመዓዛ ላይ አፉን ለማላቀቅ ሲዳክር ማየት ያማል ኢትዮጵያዊ,"['disgust', 'sadness']","['anger', 'sadness']","['anger', 'sadness']","['anger', 'sadness']",['disgust'],"['disgust', 'sadness', 'anger']"
amh_text_2664,PhD ለደነዞች ሆነ በቃ፣ አዕምሮዋቹ እንደዚህ ይዘቅጣል ብሎ ማሰብ ይገርማል ፣ ያሳፍራል ፣ አይ አማሮች ?,['surprise'],['disgust'],"['anger', 'sadness']",['disgust'],['disgust'],['disgust']
amh_text_4054,ኢትዮጵያ የብሪክስ አባል እንድትሆን ተወሰነ,['surprise'],[],['joy'],['joy'],[],['joy']
amh_text_3245,በጣም የሚገርም ነው ።አንተ የምትለው ሌላ ሬድዋን የሚለውሌላ,['surprise'],['anger'],"['anger', 'surprise']",['anger'],['surprise'],"['surprise', 'anger']"
amh_text_519,ሰላም ይሻለናል ይቅርብን ባህር በሩ በዚህ ደግሞ ነካክተህ ከኤርትራ ጋር ወደ ጦርነት ልትጋፍጠን።,"['disgust', 'fear']",[],['fear'],['fear'],['disgust'],"['disgust', 'fear']"
amh_text_1080,እግዚኦ እኔማ ረገሬ አልገባም በዚህ ደረጃ ኢትዮጲያ ውስጥ ማየት ያሳፍራል ውይ ውይ እግዚኦ ማረነክርስት,['sadness'],['disgust'],['fear'],['sadness'],['fear'],"['sadness', 'fear']"
amh_text_5395,ያንተ ንግግር አጠቃላይ ከእውነታው ይልቅ ፖሮፓ ጋንዳው ያመዘነ ነው አንተ ከተናገርከው ውስጥ ተክክለኛው የፓለስቲናዊያን ሞት ብቻ ነው ከዚህ በተረፈ የትናንትናው ወ 4የሚጠጉ ባለስልጣናት መግለጫ የሰጡበትና ናትናይሁ ጋዜጣዊ ውይይቱ ከብዶዎቸው በንዴት ሲንጨረጨሩ ነበር ከዚህ ሌላ የእስራኤል ህዝቦች የወጡትን የተቋሞ ሰልፍ ለመግለፅ የከበደክ ይመስላል ከዚህ ሌላ የባለፈው ቅዳሜ የቶክስ አቁም መኖሩን የረሳክ ይመስላል በአጠቃላይ በአየር ድብደባው,[],['disgust'],['anger'],[],['anger'],['anger']
amh_text_4860,በጨዋ ደንብ ነው ለሰጠንክ አስተያየትም ትችትም መልስ የሰጠኸን ለዚህም እናመሰግናለን የጎደለ ነገር ነበረ የአድማጭ ተመልካች አስተያየት አይቶ መልስ መስጠት የጋዜጠኝነት የሙያ ስነምግባርን መከተል ነው በተረፈ አለምነህ የፖለቲካ እይታህ የሚገርም ነው እኔ እንደ ግል አንተን የማልከታተልበት ጌዜ የለም በተረፈ የሀማስ ጦርነት ላይ ትንሽ የእስራኤልን አቅም አጉልተህ ትመለከት ነበር የዜና ምንጮችህ ምን ያህል ገለልተኛ ናቸው ይሆና አንተ ታውቀዋለ,['joy'],['joy'],"['joy', 'surprise']",['anger'],['joy'],['joy']
amh_text_3478,ሌላ ጊዜ እነግ ጨፈጨፈን እየዬ አሁን ደግሞ ጨፈጨፍ ነው መከራ ለማንኛውም ባንተ ቅስቀሣ የሚመት ሠው አለመኖሩ ጥሩ ነው ቀሥቃሽ ተዋጊ ሥላልሆነ ,['anger'],['disgust'],['sadness'],"['disgust', 'sadness']",['disgust'],"['disgust', 'sadness']"
amh_text_3460,ምን አርገሽ ነው እንክርዳድ ነሽ ብለው ህወኃት አማራዎች ስጋሽን የሚበሉት? አንቆጳ እኮ ጥሩ ነገር አሰማችን ዛሬ ያ ፈረንጆች Shoot aim rel,['anger'],['disgust'],[],['sadness'],['anger'],['anger']
amh_text_4879,ድል ለሙጃሂዶች ሞት ለወራሪዋ እስራኤል ከሀዲ አይሁዳውያን ላይ እና በካፊሮች ላይ የሁን,[],"['anger', 'disgust']",['disgust'],['disgust'],['disgust'],['disgust']
amh_text_325,የዚህ ሁሉ እልቂት መነሻ ሃማስ የተባለ የሰይጣን ቁራጭ ነው፣ በእስራኤልም ንጹሃን ዜጎች ሞተዋል፣ በፍልስጤምምም እንደዛው,"['anger', 'disgust']",[],['disgust'],['anger'],['disgust'],"['anger', 'disgust']"
amh_text_291,ወራዳ ሲሞት እንኳን ሞተ ብለህ ውስኪ ከፍታችሁ ሰትረጬ አልነበረ የሱ ሞት ይሻላል ቆመህ ከምትሄደው,['disgust'],['anger'],['disgust'],['disgust'],['anger'],"['disgust', 'anger']"
amh_text_5235,ኦሮሞ ከገበያ ሲመለሱ ጠጅ አረቄ ከጎደኛው ጋር ጠጥቶ ሲመለሱ በዱላ ይደባደባሉ የአመችሳ የዛር መንፈስ ስላላቸው ደም አፍስሰው ማየት ይፈፈልጋሉ ገና የአዲስ አበባ ህዝብ ይጨርሱታል,[],['disgust'],['disgust'],['disgust'],['disgust'],['disgust']
